"U.M.","Nombre","Desc. item","MARCA","Referencia","Nombre archivo","Precio unitario","Existencia","Columna 1","Desc. detalle ext. 1","Extensión final"
"UND ","MOVIL EN MADERA DE ANIMALITOS","MOVIL EN MADERA DE ANIMALITOS","MADERA ARTESANAL LA 15","4599","4599.png","$7.560","0","9","GATA ","No subir"
"UND ","LIMPIADOR DE PINTURA Y PINCELES","LIMPIADOR DE PINTURA Y PINCELES 60cm","DESTISOL LTDA","4601","4601.png","$1.080","0","1","GN ","Genérico"
"UND ","LIMPIADOR DE PINTURA Y PINCELES","LIMPIADOR DE PINTURA Y PINCELES 60cm","DESTISOL LTDA","4601","4601.png","$1.080","0","3","GN ","Genérico"
"UND ","NAV CINTA 215/6 ALAM FLUORES 6.5cmX20yds","NAV CINTA 215/6 ALAM FLUORES 6.5cmX20yds","INACOL S A S","4604","4604.png","$5.527","44","8","FUCSIA ","Fucsia "
"UND ","NAV CINTA 215/6 ALAM FLUORES 6.5cmX20yds","NAV CINTA 215/6 ALAM FLUORES 6.5cmX20yds","INACOL S A S","4604","4604.png","$5.527","44","16","FUCS CL 2","Fucsia Claro"
"UND ","FOMI ADHS ARME s/ANIMALES 780 4637659","FOMI ADHS ARME s/ANIMALES 780 4637659","REPRESENTACIONES DISTRIEXITO LTDA","4627","4627.png","$923","40","1","GN ","Genérico"
"UND ","SEMP JUEGOS LABERINTOS","SEMP JUEGOS LABERINTOS x6uds","SEMPERTEX","4629","4629.png","$2.012","4","1","GN ","Genérico"
"UND ","NAV FLOR AMARILLA 63246","NAV FLOR AMARILLA 63246","INACOL S A S","4633","4633.png","$218","16","1","GN ","Genérico"
"UND ","JUEGO MATTEL DIARIO SECRETO P6272","JUEGO MATTEL DIARIO SECRETO P6272","JUGUETES VADISA","4634","4634.png","$27.000","0","2","GN ","Genérico"
"UND ","PLIEGO PAPEL GOFRADO","PLIEGO PAPEL GOFRADO","PAPELES PRIMAVERA","4658","4658.png","$419","4","139","AZUL ","Azul"
"UND ","PLIEGO PAPEL GOFRADO","PLIEGO PAPEL GOFRADO","PAPELES PRIMAVERA","4658","4658.png","$419","4","64","PLATA ","Plata "
"UND ","PLIEGO PAPEL GOFRADO","PLIEGO PAPEL GOFRADO","PAPELES PRIMAVERA","4658","4658.png","$419","4","100","RJO INTEN","Rojo Intenso"
"UND ","PLIEGO PAPEL GOFRADO","PLIEGO PAPEL GOFRADO","PAPELES PRIMAVERA","4658","4658.png","$419","4","134","VERDE ","Verde"
"UND ","MADERAS PALABRA LOVE","MADERAS PALABRA LOVE","POLO","4665","4665.png","$216","0","1","GN ","Genérico"
"UND ","CAPUCHON AMARILLAS","CAPUCHON x12flores 50ud AMARILLAS","EMPERADOR DE LOS ADORNOS","4667","4667.png","$90","72","1","GN ","Genérico"
"UND ","CAPUCHON AMARILLAS","CAPUCHON x12flores 50ud AMARILLAS","EMPERADOR DE LOS ADORNOS","4667","4667.png","$90","72","11","GN ","Genérico"
"UND ","THERMO BATMAN","THERMO BATMAN","LINA","4675","4675.png","$1.620","0","3","GN ","Genérico"
"UND ","THERMO BATMAN","THERMO BATMAN","LINA","4675","4675.png","$1.620","0","1","GN ","Genérico"
"UND ","MADERAS FRUTA MANZANA NRO 11","MADERAS FRUTA MANZANA NRO 11","MADERA ARTESANAL LA 15","4679","4679.png","$3.369","60","1","GN ","Genérico"
"UND ","FOMI ADHS MERLETTO ROSAD ESC 4638496","FOMI ADHS MERLETTO ROSAD ESC 4638496","REPRESENTACIONES DISTRIEXITO LTDA","4680","4680.png","$702","0","1","GN ","Genérico"
"UND ","CARPETA PORTA BLOCK CON BROCHE","CARPETA PORTA BLOCK CON BROCHE","FORMAS Y COLORES","4700","4700.png","$4.320","0","1","GN ","Genérico"
"UND ","JUEGO MATTEL BEN10 CREATION R3508","JUEGO MATTEL BEN10 CREATION R3508","JUGUETES VADISA","4707","4707.png","$22.788","0","7","GN ","Genérico"
"UND ","TINTA H.P.C938 1/2A CABEZAL 88 550/5400","TINTA H.P.C938 1/2A CABEZAL  88 550/5400","IMPRESISTEM","4709","4709.png","$132.190","92","2","AMARILLO ","Amarillo "
"UND ","PAPEL REGALO PRIMAVERA NATURAL","PAPEL REGALO PRIMAVERA NATURAL x50und","PAPELES PRIMAVERA","4714","4714.png","$1.296","0","1","INFANTIL ","Infantil "
"UND ","CINTA ENMASC ET469 ETERNA 18mmx20mt","CINTA ENMASC ET469 ETERNA 18mmx20mt","DISTRIBUIDORA PQ","4735","4735.png","$1.299","94","79","GN ","Genérico"
"UND ","FOMI PICAPORTE NRO 1 DOBLES","FOMI PICAPORTE NRO 1 x6uds DOBLES","PRODUVARIOS S.A.","4740","4740.png","$3.456","0","3","GN ","Genérico"
"UND ","FOMI EDUCACIONAL SISTEMA DIGESTIVO","FOMI EDUCACIONAL SISTEMA DIGESTIVO","REPRESENTACIONES DISTRIEXITO LTDA","4745","4745.png","$1.128","60","2","GN ","Genérico"
"UND ","TONER CANON GPR 10R NEGRO 300g IR1210/1230","TONER CANON GPR 10R NGR 300g IR1210/1230","IMPRESISTEM","4751","4751.png","$61.646","40","1","GN ","Genérico"
"UND ","FAROL CHINO UNICOLOR","FAROL CHINO x3uds UNICOLOR","SEMPERTEX","4758","4758.png","$3.630","26","2","ROJO ","Rojo"
"UND ","CARPETA BISEL MINI CARTA PIPO","CARPETA BISEL MINI CARTA PIPO","INPL","4769","4769.png","$556","20","1","AZUL ","Azul"
"UND ","CARPETA BISEL MINI CARTA PIPO","CARPETA BISEL MINI CARTA PIPO","INPL","4769","4769.png","$556","20","1","TRANSPARE","Transparente"
"UND ","TIARA FELIZ DÍA","TIARA FELIZ DÍA x4uds","SEMPERTEX","4773","4773.png","$1.477","44","15","GN ","Genérico"
"UND ","SELLO VINTAGE 6000","SELLO VINTAGE 6000","GUAR","4779","4779.png","$5.184","0","13","GN ","Genérico"
"UND ","PAPEL REG MICROC UNICOLOR 04","PAPEL REG MICROC 50x70 UNICOLOR 04","CONS","4782","4782.png","$471","96","39","CF OSCUR ","Café Oscurora"
"UND ","PAPEL REG MICROC UNICOLOR 04","PAPEL REG MICROC 50x70 UNICOLOR 04","CONS","4782","4782.png","$471","96","38","CURUBA ","Curuba "
"UND ","PAPEL REG MICROC UNICOLOR 04","PAPEL REG MICROC 50x70 UNICOLOR 04","CONS","4782","4782.png","$471","96","13","ROJO ","Rojo"
"UND ","PAPEL REG MICROC UNICOLOR 04","PAPEL REG MICROC 50x70 UNICOLOR 04","CONS","4782","4782.png","$471","96","23","VERDE ","Verde"
"UND ","PAPEL REG MICROC UNICOLOR 04","PAPEL REG MICROC 50x70 UNICOLOR 04","CONS","4782","4782.png","$471","96","14","AZL REY O","Azul Rey O"
"UND ","PAPEL REG MICROC UNICOLOR 04","PAPEL REG MICROC 50x70 UNICOLOR 04","CONS","4782","4782.png","$471","96","30","BLANCO ","Blanco "
"UND ","PLAST NESSANx8ud CORTA","PLAST NESSANx8ud CORTA cj/100uds","NESSAN","4786","4786.png","$301","32","3","GN ","Genérico"
"UND ","PLAST NESSANx8ud CORTA","PLAST NESSANx8ud CORTA cj/100uds","NESSAN","4786","4786.png","$301","32","2","GN ","Genérico"
"UND ","PLAST NESSANx8ud LARGA","PLAST NESSANx8ud LARGA CJ/100","NESSAN","4787","4787.png","$420","12","5","GN ","Genérico"
"UND ","PORTACARNET KIT YOYO TRANSPARENTE VERTC SILICON","PORTACARNET KIT YOYO TRANS VERTC SILICON","SISMA DISTRIBUCIONES LTDA","4793","4793.png","$1.080","0","2","GN ","Genérico"
"UND ","MADERAS BICICLETAS DE ANCHO","MADERAS BICICLETAS DE 5cms ANCHO","POLO","4809","4809.png","$648","0","2","GN ","Genérico"
"UND ","AMBIENTADOR GLADE AEROSOL 360cm3","AMBIENTADOR GLADE AEROSOL 360cm3","DESTISOL LTDA","4810","4810.png","$7.986","60","22","GN ","Genérico"
"UND ","AMBIENTADOR GLADE AEROSOL 360cm3","AMBIENTADOR GLADE AEROSOL 360cm3","DESTISOL LTDA","4810","4810.png","$7.986","60","2","GN ","Genérico"
"UND ","LIMPIAVIDRIOS ASTRAL","LIMPIAVIDRIOS ASTRAL 530cc CJ/15uds","DISTRIBUCIONES EL ARRIERO","4813","4813.png","$4.266","0","1","GN ","Genérico"
"UND ","LIMPIAVIDRIOS ASTRAL","LIMPIAVIDRIOS ASTRAL 530cc CJ/15uds","DISTRIBUCIONES EL ARRIERO","4813","4813.png","$4.266","0","4","GN ","Genérico"
"UND ","TARJETA LORD PRISMA c/SOBRE PAQUETE/10uds","TARJETA LORD PRISMA c/SOBRE pqt/10uds","PAPELCARD LTDA","4834","4834.png","$1.654","56","1","COLOR ","Color "
"UND ","MADERAS BANDEJA PORTA VASOS","MADERAS BANDEJA PORTA VASOS 6uds","MADERA ARTESANAL LA 15","4848","4848.png","$11.016","0","2","GN ","Genérico"
"UND ","NAV MADERA PAPA NOEL EN CIRCULO c/TRAPIT","NAV MADERA PAPA NOEL EN CIRCULO c/TRAPIT","DISTRICOP DECORACIONES","4851","4851.png","$7.020","0","1","GN ","Genérico"
"UND ","DICCIONARIO BÁSICO GRIJALBO","DICCIONARIO BÁSICO GRIJALBO","3M DE COLOMBIA","4871","4871.png","$2.630","88","1","GN ","Genérico"
"UND ","NAV BOLA BE00361/3","NAV BOLA BE00361/3 10cm 2uds","INACOL S A S","4880","4880.png","$6.030","72","3","BLANCO ","Blanco "
"UND ","KIT 1 TOALLAS + PINTURAS TM 01 02 03","KIT 1 TOALLAS + PINTURAS TM 01 02 03","BORD","4895","4895.png","$17.820","0","3","PARAI TRP","Paraiso Tropical"
"UND ","KIT 1 TOALLAS + PINTURAS TM 01 02 03","KIT 1 TOALLAS + PINTURAS TM 01 02 03","BORD","4895","4895.png","$17.820","0","2","TOALLA M0","No subir"
"UND ","KIT 1 TOALLAS + PINTURAS TM 01 02 03","KIT 1 TOALLAS + PINTURAS TM 01 02 03","BORD","4895","4895.png","$17.820","0","2","TOALLA M0","No subir"
"UND ","KIT 1 TOALLAS + PINTURAS TM 01 02 03","KIT 1 TOALLAS + PINTURAS TM 01 02 03","BORD","4895","4895.png","$17.820","0","4","TOALLA M0","No subir"
"UND ","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","BORD","4896","4896.png","$24.983","64","1","CEN MESA ","No subir"
"UND ","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","BORD","4896","4896.png","$24.983","64","1","CEN MESA ","No subir"
"UND ","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","BORD","4896","4896.png","$24.983","64","3","CEN MESA ","No subir"
"UND ","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","BORD","4896","4896.png","$24.983","64","1","CEN MESA ","No subir"
"UND ","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","BORD","4896","4896.png","$24.983","64","2","CEN MESA ","No subir"
"UND ","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","KIT 2 CAMINO D MESA+PINTURAS CDM 01 02 3","BORD","4896","4896.png","$24.983","64","2","CEN MESA ","No subir"
"UND ","KIT 4 COJINES + KIT PINT CD 1 2 4 5 11","KIT 4 COJINES + KIT PINT CD 1 2 4 5 11","BORD","4897","4897.png","$24.560","28","1","COJIN CD-","No subir"
"UND ","KIT 4 COJINES + KIT PINT CD 1 2 4 5 11","KIT 4 COJINES + KIT PINT CD 1 2 4 5 11","BORD","4897","4897.png","$24.560","28","1","BOHO MXT ","No subir"
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","1","FUCSIA ","Fucsia "
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","1","NARANJA ","Naranja"
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","1","PLATA ","Plata "
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","32","AZ CELEST","Azul Celeste"
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","3","AZUL OSCU","Azul Oscuro"
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","4","AZL TURQU","Azul Turqués"
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","24","BLANCO ","Blanco "
"UND ","CINTA PAPEL PRINCESS 070 16x50mtrs","CINTA PAPEL PRINCESS 070 16x50mtrs","JAIS","4898","4898.png","$810","0","1","DORADO OR","Dorado Oro"
"UND ","ABANICOS UNICOLOR","ABANICOS 25cms UNICOLOR","SEMPERTEX","4908","4908.png","$866","16","10","AMARILLO ","Amarillo "
"UND ","ABANICOS UNICOLOR","ABANICOS 25cms UNICOLOR","SEMPERTEX","4908","4908.png","$866","16","11","BLANCO ","Blanco "
"UND ","ABANICOS UNICOLOR","ABANICOS 25cms UNICOLOR","SEMPERTEX","4908","4908.png","$866","16","1","SURTIDOS ","Surtidos "
"UND ","ROLLO TIQUxud 5500 APOLO VERDE/ud","ROLLO TIQUxud 5500 APOLO VERDE/ud","DIMATIC","4913","4913.png","$928","80","1","GN ","Genérico"
"UND ","KIT 3 TARJETAS BORDADO C/ACCESORIOS ANCH","KIT 3 TARJETAS BORDADO C/ACCESORIOS ANCH","COATS CADENA S.A","4915","4915.png","$2.160","0","2","GN ","Genérico"
"UND ","KIT 3 TARJETAS BORDADO C/ACCESORIOS ANCH","KIT 3 TARJETAS BORDADO C/ACCESORIOS ANCH","COATS CADENA S.A","4915","4915.png","$2.160","0","2","GN ","Genérico"
"UND ","ESCUDOS Y EMBLEMAS DEL QUINDIO","ESCUDOS Y EMBLEMAS DEL QUINDIO","UNIVERSO PAPELERO","4920","4920.png","$648","0","26","GN ","Genérico"
"UND ","LIMPIADOR DE BANOS DESINFECTANTE 43 cms","LIMPIADOR DE BANOS DESINFECTANTE 43 cms","DESTISOL LTDA","4932","4932.png","$1.973","16","5","GN ","Genérico"
"UND ","SILICONA CUERO PROTECTOR 240 cms","SILICONA CUERO PROTECTOR 240 cms","DESTISOL LTDA","4934","4934.png","$3.771","36","10","GN ","Genérico"
"UND ","TINTA EPSON T08220/320/420/520/620 R270","TINTA EPSON T08220/320/420/520/620 R270","IMPRESISTEM","4941","4941.png","$32.724","0","1","LIGHT CYA","Light Cyan"
"UND ","CONFETI SEMPERTEX POPULAR GRANDE","CONFETI SEMPERTEX POPULAR GRANDE","SEMPERTEX","4944","4944.png","$1.941","84","9","GN ","Genérico"
"UND ","FOMI 1/2 PLIEGO TEXTURA DIAMANTE PQ/10","FOMI 1/2 PLIEGO TEXTURA DIAMANTE PQ/10","PRODUVARIOS S.A.","4955","4955.png","$1.964","52","1","RJO INTEN","Rojo Intenso"
"UND ","FOMI 1/2 PLIEGO TEXTURA DIAMANTE PQ/10","FOMI 1/2 PLIEGO TEXTURA DIAMANTE PQ/10","PRODUVARIOS S.A.","4955","4955.png","$1.964","52","5","MANGO ","Mango "
"UND ","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","BORD","4957","4957.png","$21.766","32","2","COJIN CD0","No subir"
"UND ","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","BORD","4957","4957.png","$21.766","32","1","COJIN CD0","No subir"
"UND ","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","BORD","4957","4957.png","$21.766","32","1","COJIN CD0","No subir"
"UND ","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","BORD","4957","4957.png","$21.766","32","1","COJIN CD0","No subir"
"UND ","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","KIT 5 COJINES + KIT DE PINTURAS CD06 7 9","BORD","4957","4957.png","$21.766","32","2","COJIN CD0","No subir"
"UND ","MARCADOR PRIMAVERA PASTEL 6","MARCADOR PRIMAVERA PASTEL x 6","PAPELES PRIMAVERA","4961","4961.png","$6.098","76","2","SURTIDOS ","Surtidos "
"UND ","MARCADOR PRIMAVERA PASTEL 6","MARCADOR PRIMAVERA PASTEL x 6","PAPELES PRIMAVERA","4961","4961.png","$6.098","76","33","SURTIDOS ","Surtidos "
"UND ","KIT 6 COJINES + KIT DE PINT CD 03 10","KIT 6 COJINES + KIT DE PINT CD 03 10","BORD","4990","4990.png","$25.638","12","2","0CD ","No subir"
"UND ","KIT 6 COJINES + KIT DE PINT CD 03 10","KIT 6 COJINES + KIT DE PINT CD 03 10","BORD","4990","4990.png","$25.638","12","1","0CD ","No subir"
"UND ","KIT 6 COJINES + KIT DE PINT CD 03 10","KIT 6 COJINES + KIT DE PINT CD 03 10","BORD","4990","4990.png","$25.638","12","1","COJIN CD0","No subir"
"UND ","TINTA H.P.C9391/92/93 88 CLR ALTO REND","TINTA H.P.C9391/92/93  88 CLR ALTO REND","IMPRESISTEM","4994","4994.png","$84.240","0","2","AZUL ","Azul"
"UND ","KIT 7 COJINES + KIT DE PINTURAS CD 08 12","KIT 7 COJINES + KIT DE PINTURAS CD 08 12","BORD","4995","4995.png","$28.384","56","2","COJIN CD0","No subir"
"UND ","KIT 7 COJINES + KIT DE PINTURAS CD 08 12","KIT 7 COJINES + KIT DE PINTURAS CD 08 12","BORD","4995","4995.png","$28.384","56","1","COJIN CD1","No subir"
"UND ","MARCADOR GEMA COMFORT PERMANENTE","MARCADOR GEMA COMFORT PERMANENTE","GENERAL METALICA","4998","4998.png","$540","0","2","AZUL ","Azul"
"UND ","MARCADOR GEMA COMFORT PERMANENTE","MARCADOR GEMA COMFORT PERMANENTE","GENERAL METALICA","4998","4998.png","$540","0","1","ROJO ","Rojo"
"UND ","KIT 8 CUADROS + KIT DE PINTURAS AMAPOLAS","KIT 8 CUADROS + KIT DE PINTURAS AMAPOLAS","BORD","5000","5000.png","$33.269","40","3","AZUCENA ","No subir"
"UND ","NAV CINTA 700 ALAMB 2.5pgX10yd NAVIDEÑA","NAV CINTA 700 ALAMB 2.5pgX10yd NAVIDEÑA","INACOL S A S","5006","5006.png","$7.476","84","3","GN ","Genérico"
"UND ","KIT 9 CUADROS + KIT DE PINTURAS","KIT 9 CUADROS + KIT DE PINTURAS","BORD","5010","5010.png","$36.455","40","1","GIRASOL ","No subir"
"UND ","KIT 9 CUADROS + KIT DE PINTURAS","KIT 9 CUADROS + KIT DE PINTURAS","BORD","5010","5010.png","$36.455","40","3","TULIPANES","No subir"
"UND ","NAV CINTA 725/736 ALAMB 2.5pgX10yds NAVI","NAV CINTA 725/736 ALAMB 2.5pgX10yds NAVI","INACOL S A S","5013","5013.png","$7.068","60","1","CINTA NAV","Cinta Nav"
"UND ","NAV CINTA 725/736 ALAMB 2.5pgX10yds NAVI","NAV CINTA 725/736 ALAMB 2.5pgX10yds NAVI","INACOL S A S","5013","5013.png","$7.068","60","6","CINTA NAV","Cinta Nav"
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","7","NUMERO 2 ","Número 2 "
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","3","?? ","No subir"
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","4","NUMERO 4 ","Número 4 "
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","5","NUMERO 6 ","Número 6 "
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","2","NUMERO 09","Número 9"
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","1","NUMERO 08","Número 08"
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","6","NUMERO 5 ","Número 5 "
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","6","NUMERO 7 ","Número 7 "
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","4","NUMERO  0","Número 0"
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","3","NUMERO  1","Número 1"
"UND ","VELITA NUMERICA POLKA","VELITA NUMERICA POLKA x1","SEMPERTEX","5014","5014.png","$2.046","96","3","NUMERO  3","Número 3"
"UND ","HALL CARETA c/ANTEOJOS SEMPERTEX","HALL CARETA c/ANTEOJOS SEMPERTEX","SEMPERTEX","5016","5016.png","$2.161","8","3","CANOSO ","Canoso"
"UND ","HALL CARETA c/ANTEOJOS SEMPERTEX","HALL CARETA c/ANTEOJOS SEMPERTEX","SEMPERTEX","5016","5016.png","$2.161","8","8","CALVO ","Calvo "
"UND ","NAV CINTA 705/706 ALAMB 2.5pgX10yds NAVI","NAV CINTA 705/706 ALAMB 2.5pgX10yds NAVI","INACOL S A S","5017","5017.png","$7.938","0","1","CINTA NAV","Cinta Nav"
"UND ","NAV CINTA 705/706 ALAMB 2.5pgX10yds NAVI","NAV CINTA 705/706 ALAMB 2.5pgX10yds NAVI","INACOL S A S","5017","5017.png","$7.938","0","1","CINTA NAV","Cinta Nav"
"UND ","CORDÓN p/BOLSAS NRO 4 bolsa /10mtrs","CORDÓN p/BOLSAS NRO 4  bolsa /10mtrs","GENN","5018","5018.png","$432","0","24","VINOTINTO","Vino tinto"
"UND ","CORDÓN p/BOLSAS NRO 4 bolsa /10mtrs","CORDÓN p/BOLSAS NRO 4  bolsa /10mtrs","GENN","5018","5018.png","$432","0","18","CF OSCUR ","Café Oscurora"
"UND ","CORDÓN p/BOLSAS NRO 4 bolsa /10mtrs","CORDÓN p/BOLSAS NRO 4  bolsa /10mtrs","GENN","5018","5018.png","$432","0","19","CREMA ","Crema "
"UND ","CORDÓN p/BOLSAS NRO 4 bolsa /10mtrs","CORDÓN p/BOLSAS NRO 4  bolsa /10mtrs","GENN","5018","5018.png","$432","0","27","GRIS COBL","Gris Cobalto"
"UND ","CORDÓN p/BOLSAS NRO 4 bolsa /10mtrs","CORDÓN p/BOLSAS NRO 4  bolsa /10mtrs","GENN","5018","5018.png","$432","0","24","GRIS OSCU","Gris Oscuro"
"UND ","CORDÓN p/BOLSAS NRO 4 bolsa /10mtrs","CORDÓN p/BOLSAS NRO 4  bolsa /10mtrs","GENN","5018","5018.png","$432","0","2","ROSADO ","Rosado "
"UND ","HALL DIENTES","HALL DIENTES x 1ud","SEMPERTEX","5019","5019.png","$3.024","0","1","VAMPIRO ","Vampiro "
"UND ","BOLÍGRAFO WINGO RETRACTIL","BOLIG WINGO RETRACTIL","GENERAL METALICA","5023","5023.png","$234","36","82","AZUL ","Azul"
"UND ","CINTA PAPEL PRINCESS","CINTA PAPEL PRINCESS 32mm X 50YDS","JAIS","5024","5024.png","$1.343","52","1","AMARILLO ","Amarillo "
"UND ","CINTA PAPEL PRINCESS","CINTA PAPEL PRINCESS 32mm X 50YDS","JAIS","5024","5024.png","$1.343","52","7","AZ CELEST","Azul Celeste"
"UND ","CINTA PAPEL PRINCESS","CINTA PAPEL PRINCESS 32mm X 50YDS","JAIS","5024","5024.png","$1.343","52","5","CREMA ","Crema "
"UND ","CINTA PAPEL PRINCESS","CINTA PAPEL PRINCESS 32mm X 50YDS","JAIS","5024","5024.png","$1.343","52","2","GRIS COBL","Gris Cobalto"
"UND ","CINTA PAPEL PRINCESS","CINTA PAPEL PRINCESS 32mm X 50YDS","JAIS","5024","5024.png","$1.343","52","26","ROSADO ","Rosado "
"UND ","NAV BOLA BJ01475/6 PLANA","NAV BOLA BJ01475/6 PLANA 8cm","INACOL S A S","5036","5036.png","$1.978","56","27","DORADO OR","Dorado Oro"
"UND ","NAV BOLA BJ01475/6 PLANA","NAV BOLA BJ01475/6 PLANA 8cm","INACOL S A S","5036","5036.png","$1.978","56","22","ROJO ","Rojo"
"UND ","NAV BOLA PLANA","NAV BOLA PLANA x3uds","DISTRICOP DECORACIONES","5037","5037.png","$3.456","0","1","DORADO OR","Dorado Oro"
"UND ","NAV FOLLAJE BERRIES FLQ03861","NAV FOLLAJE BERRIES FLQ03861","GIFT LATINOAMERICANA S.A.S","5043","5043.png","$4.112","64","7","GN ","Genérico"
"UND ","HALL TIARA SOMBRERO BRUJA NEGRA SEMP","HALL TIARA SOMBRERO BRUJA NEGRA SEMP","SEMPERTEX","5057","5057.png","$3.614","76","2","GN ","Genérico"
"UND ","CINTA PAPEL LDC EN PROMOCION","CINTA PAPEL LDC 32mm EN PROMOCION","JAIS","5059","5059.png","$2.081","16","35","GN ","Genérico"
"UND ","CINTA PAPEL NAVIDAD MINIPINO MTS","CINTA PAPEL NAVIDAD MINIPINO 28X25 MTS","JAIS","5061","5061.png","$9.320","40","1","GN ","Genérico"
"UND ","GLOBO METÁLICO ES UNA NIÑA ROSA","GLOBO METÁLICO ES UNA NIÑA ROSA","SEMPERTEX","5073","5073.png","$4.111","56","2","GN ","Genérico"
"UND ","BOLSO UNIVERSITARIO 1503DAP/DCF/040UZ2","BOLSO UNIVERSITARIO 1503DAP/DCF/040UZ2","LEGIS - MINERVA","5077","5077.png","$16.374","96","1","KEEP AVIS","Keep Avis"
"UND ","BOLSO UNIVERSITARIO 1503DAP/DCF/040UZ2","BOLSO UNIVERSITARIO 1503DAP/DCF/040UZ2","LEGIS - MINERVA","5077","5077.png","$16.374","96","3","KEE 15004","Keeper"
"UND ","BOLSO UNIVERSITARIO 1503DAP/DCF/040UZ2","BOLSO UNIVERSITARIO 1503DAP/DCF/040UZ2","LEGIS - MINERVA","5077","5077.png","$16.374","96","1","AZL Y VTA","Azul Y Violeta"
"UND ","PAPEL REG GR 2 STANDAR","PAPEL REG GR 2 STANDAR 70x50cms","JAIS","5097","5097.png","$884","52","195","GN ","Genérico"
"UND ","NAV FOLLAJE HOJAS 10092/80/95/94","NAV FOLLAJE HOJAS 10092/80/95/94","DISTRICOP DECORACIONES","5103","5103.png","$19.705","68","2","DORADO/RJ","Dorado/Rj"
"UND ","NAV ESTRELLA BC0001/39 3D","NAV ESTRELLA BC0001/39 3D 8pgds","INACOL S A S","5104","5104.png","$5.365","44","21","PLATA ","Plata "
"UND ","NAV FOLLAJE 11137/44/50/39","NAV FOLLAJE 11137/44/50/39","DISTRICOP DECORACIONES","5105","5105.png","$15.748","56","1","DORADO OR","Dorado Oro"
"UND ","MARCADOR SECO EDDING 725 NEON/BISEL","MARCADOR SECO EDDING 725 NEON/BISEL x10","EDDING S.A.","5120","5120.png","$4.145","4","1","VERDE ","Verde"
